x,y
2.8389728921161494,3.353626946931199
1.591767852233633,1.655882605425635
0.5200256261465703,0.7718877164577971
2.9222553734133694,2.564999396233814
2.091689172425046,1.652794061455785
2.816760348279306,1.8449038808860276
3.93319439331255,4.503157414124296
2.698944630097189,4.5505355611708325
3.9435401474035245,2.8197183039354594
2.3112702977602932,3.8825653212846882
3.1397468883181734,5.271806922231331
4.2041659427303095,1.6132617817648391
3.261453126692406,4.1744490355048205
1.840172256752666,4.786719271684124
3.0257980596167413,3.2992412328450906
3.4299281567991597,7.5461611285517645
2.7594326421321695,5.494863903388073
4.000543415463147,4.0861955134320045
6.152713091383234,4.498362789177302
3.555308541891475,6.763770343745719
3.9795333387397838,6.871859746638457
5.7492340851524,7.540335268499585
4.368217849535603,5.838720315418765
3.775941549963032,5.094739459113152
4.733963294810462,6.992594508231298
6.213670145218904,5.818542767382616
4.679489882487957,7.333402409206018
6.409469435538554,6.888959911558855
6.624185928800579,6.102491945035254
6.294779463745703,5.56398944578976
5.131433456185695,8.542068323344827
4.448570672013453,6.337341746824246
6.636010047913646,8.204530682415355
5.841883546599823,7.518889585251892
6.474640786779843,8.072851777331199
5.844656468928747,7.88840831981431
7.542415561808072,8.813531611519595
6.376046243728868,8.395415981866902
8.199240014142585,8.135799623810804
6.996569448599671,8.557507356963535
7.799942888853315,8.485671924035813
6.577015805726055,8.874473505299047
8.147622936664694,7.286625962707019
10.086519997254761,9.051768438763823
8.816903502432897,10.336876660837584
7.672070057745288,11.63858863755523
7.946123096598399,9.594359865408467
9.290301301993667,9.777932498703924
8.256417997222021,9.838961991415342
9.495545289807344,11.809061156905964
8.599880448926148,11.535779528087886
9.669044549198176,12.4997161585921
10.86955622916895,12.185813341715054
8.150227465057862,9.312943675621627
8.480516826721644,9.449591508609489
10.30165231840366,8.91109018001017
9.091053851216756,12.842968125234657
10.490683569450246,11.555057756848367
13.668895616789849,12.935593639591197
12.978803351252546,11.457302568094613
